index,LEAGUE,PLAYER,POS,TEAM,GAME,FP,PTS,MIN,FG,FGA,AST,TRB,DRB,ORB,BK,ST,TO,FT,FTP,FGP,DATE
0,NBA,Nikola Jokic,C,DEN,UTA@DEN,52.1,25.3,33,9.7,18.5,7.5,12.2,10,2.2,0.8,1.3,2.6,4.2,0.82,0.52,2022-01-16
1,NBA,Karl-Anthony Towns,C,MIN,GS@MIN,38.8,22.1,34,7.7,16.0,3.5,10.8,7.7,3.1,1.4,0.9,3.3,4.1,0.82,0.48,2022-01-16
2,NBA,De`Aaron Fox,PG,SAC,HOU@SAC,36.9,21.7,34,8.1,16.1,6.3,3.5,3.1,0.4,0.4,1.4,2.7,4.4,0.73,0.5,2022-01-16
3,NBA,Devin Booker,SG,PHO,PHO@DET,35.3,23.2,34,8.2,18.3,4.5,4.9,4.3,0.6,0.3,1.0,3.1,4.5,0.88,0.45,2022-01-16
4,NBA,Chris Paul,PG,PHO,PHO@DET,35.2,14.4,32,5.4,11.5,8.2,4.5,4.2,0.4,0.2,2.1,2.3,2.3,0.88,0.47,2022-01-16
5,NBA,Tyrese Haliburton,PG,SAC,HOU@SAC,33.6,14.9,35,5.7,11.2,7.4,3.6,3.1,0.5,0.5,1.8,2.0,1.4,0.83,0.51,2022-01-16
6,NBA,Christian Wood,PF,HOU,HOU@SAC,33.5,19.7,33,7.1,14.2,1.9,10.1,8.2,2.0,0.9,0.8,1.8,3.9,0.66,0.5,2022-01-16
7,NBA,Donovan Mitchell,SG,UTA,UTA@DEN,33.4,22.1,34,8.0,18.5,4.1,4.1,3.4,0.7,0.3,1.0,2.4,3.3,0.86,0.43,2022-01-16
8,NBA,D`Angelo Russell,PG,MIN,GS@MIN,32.2,17.8,32,6.4,15.9,5.9,3.7,3.2,0.4,0.4,1.0,2.5,2.0,0.8,0.4,2022-01-16
9,NBA,Anthony Edwards,SG,MIN,GS@MIN,31.0,20.3,34,7.3,17.2,3.2,5.2,4.3,0.9,0.6,1.3,2.7,2.6,0.8,0.42,2022-01-16
10,NBA,Deandre Ayton,C,PHO,PHO@DET,30.7,16.8,31,7.4,12.4,1.5,10.6,7.8,2.9,1.0,0.9,1.7,1.9,0.75,0.6,2022-01-16
11,NBA,Andrew Wiggins,SF,GS,GS@MIN,30.3,19.3,36,7.2,16.5,3.2,5.2,4.2,1.0,0.9,1.1,2.6,2.6,0.7,0.44,2022-01-16
12,NBA,Rudy Gobert,C,UTA,UTA@DEN,30.1,12.7,32,4.8,7.0,1.2,13.5,10.6,2.8,2.6,0.6,1.5,3.1,0.66,0.69,2022-01-16
13,NBA,Cade Cunningham,PG,DET,PHO@DET,28.6,15.4,34,5.8,14.4,5.0,5.3,4.6,0.7,0.7,1.3,4.1,1.7,0.86,0.4,2022-01-16
14,NBA,Klay Thompson,SG,GS,GS@MIN,27.2,18.9,31,7.1,16.8,2.4,3.8,3.4,0.4,0.5,1.3,2.1,1.6,0.86,0.42,2022-01-16
15,NBA,Will Barton,SG,DEN,UTA@DEN,27.1,14.9,31,5.5,13.0,3.5,5.2,4.5,0.7,0.5,0.8,1.3,1.5,0.78,0.42,2022-01-16
16,NBA,Mike Conley,PG,UTA,UTA@DEN,26.6,14.1,30,4.9,11.2,4.8,3.3,2.8,0.5,0.3,0.8,1.5,2.1,0.83,0.44,2022-01-16
17,NBA,Harrison Barnes,PF,SAC,HOU@SAC,26.2,16.4,34,5.5,11.4,2.5,5.2,4.4,0.8,0.2,0.7,1.4,3.4,0.82,0.48,2022-01-16
18,NBA,Aaron Gordon,SF,DEN,UTA@DEN,24.3,13.3,28,5.1,10.5,2.6,5.7,4.5,1.2,0.6,0.6,1.2,1.9,0.7,0.49,2022-01-16
19,NBA,Jae'Sean Tate,SF,HOU,HOU@SAC,24.2,12.3,29,4.9,9.6,3.1,5.9,4.1,1.8,0.6,0.9,1.5,1.8,0.68,0.51,2022-01-16
20,NBA,Buddy Hield,SG,SAC,HOU@SAC,24.1,15.7,31,5.5,12.9,2.3,4.0,3.4,0.6,0.3,0.9,1.4,1.5,0.87,0.43,2022-01-16
21,NBA,Otto Porter,SF,GS,GS@MIN,24.1,11.1,28,4.2,9.7,2.7,6.7,5.7,1.1,0.6,1.5,1.2,0.9,0.75,0.43,2022-01-16
22,NBA,Jordan Poole,SG,GS,GS@MIN,23.8,15.0,28,5.1,12.7,3.6,2.9,2.7,0.2,0.3,0.8,2.6,2.4,0.88,0.4,2022-01-16
23,NBA,Saddiq Bey,SF,DET,PHO@DET,23.2,14.3,33,4.9,12.6,2.0,5.4,4.4,1.0,0.2,0.7,1.4,2.2,0.85,0.39,2022-01-16
24,NBA,Kevon Looney,C,GS,GS@MIN,22.7,7.7,29,3.2,6.4,2.8,8.9,6,2.9,1.0,0.8,1.4,1.3,0.64,0.5,2022-01-16
25,NBA,Kevin Porter Jr.,SG,HOU,HOU@SAC,22.5,10.9,28,3.8,9.8,4.5,4.0,3.3,0.7,0.3,1.0,2.6,1.9,0.64,0.39,2022-01-16
26,NBA,Bojan Bogdanovic,SF,UTA,UTA@DEN,22.0,16.0,32,5.5,12.2,1.5,4.2,3.7,0.5,0.0,0.5,1.7,2.6,0.85,0.45,2022-01-16
27,NBA,Jalen Green,SG,HOU,HOU@SAC,21.4,14.9,31,5.0,12.4,2.2,3.3,2.9,0.4,0.2,0.5,2.0,3.1,0.82,0.4,2022-01-16
28,NBA,Monte Morris,PG,DEN,UTA@DEN,21.2,11.3,26,4.4,9.5,3.6,2.4,2.1,0.3,0.1,0.8,0.6,1.0,0.79,0.46,2022-01-16
29,NBA,Jordan Clarkson,SG,UTA,UTA@DEN,21.1,14.4,26,5.3,12.8,2.0,3.4,2.8,0.6,0.2,0.6,1.4,1.4,0.83,0.41,2022-01-16
30,NBA,Patrick Beverley,PG,MIN,GS@MIN,20.9,7.6,26,2.6,6.8,3.8,4.9,3.7,1.2,0.8,1.1,1.1,0.9,0.74,0.38,2022-01-16
31,NBA,Cory Joseph,PG,DET,PHO@DET,20.2,9.2,32,3.4,8.1,4.0,3.3,2.7,0.6,0.3,1.1,1.8,1.3,0.83,0.42,2022-01-16
32,NBA,Mikal Bridges,SF,PHO,PHO@DET,19.9,11.5,32,4.4,8.9,1.8,3.8,3,0.8,0.5,1.5,0.9,1.2,0.84,0.49,2022-01-16
33,NBA,Eric Gordon,SG,HOU,HOU@SAC,19.2,13.0,30,4.5,10.0,2.5,1.9,1.7,0.3,0.4,0.5,1.6,2.0,0.77,0.45,2022-01-16
34,NBA,Marvin Bagley III,PF,SAC,HOU@SAC,18.9,11.0,24,4.4,8.7,0.7,6.5,4.7,1.8,0.4,0.4,0.9,1.7,0.7,0.51,2022-01-16
35,NBA,Jarred Vanderbilt,SF,MIN,GS@MIN,18.8,5.5,26,2.3,4.4,1.3,9.6,6.6,3.1,0.8,1.4,1.1,0.8,0.58,0.52,2022-01-16
36,NBA,Isaiah Stewart,C,DET,PHO@DET,18.7,8.5,27,3.6,6.7,1.0,8.0,5.4,2.6,1.4,0.4,1.5,1.2,0.67,0.54,2022-01-16
37,NBA,Jeff Green,SF,DEN,UTA@DEN,18.3,11.6,25,4.2,8.5,1.5,3.6,3,0.5,0.5,0.4,0.7,1.8,0.81,0.49,2022-01-16
38,NBA,Joe Ingles,SG,UTA,UTA@DEN,18.0,8.1,26,2.9,6.7,3.6,3.3,3,0.3,0.2,0.6,1.4,0.6,0.78,0.43,2022-01-16
39,NBA,Facundo Campazzo,PG,DEN,UTA@DEN,17.9,6.9,21,2.2,5.8,4.0,2.2,1.9,0.3,0.5,1.2,0.8,1.2,0.82,0.38,2022-01-16
40,NBA,Malik Beasley,SG,MIN,GS@MIN,17.9,12.1,26,4.3,11.2,1.4,3.2,2.8,0.4,0.1,0.6,0.8,0.6,0.8,0.38,2022-01-16
41,NBA,Jae Crowder,SF,PHO,PHO@DET,17.8,9.2,28,3.1,8.0,1.5,4.9,4.5,0.4,0.4,1.2,0.9,1.1,0.77,0.39,2022-01-16
42,NBA,Alperen Sengun,C,HOU,HOU@SAC,17.8,8.4,19,3.0,5.9,2.3,4.9,3.1,1.8,0.9,0.7,1.7,2.2,0.69,0.51,2022-01-16
43,NBA,Cameron Payne,PG,PHO,PHO@DET,17.6,8.9,19,3.4,8.5,3.4,2.4,2.1,0.3,0.3,0.8,1.6,1.0,0.88,0.4,2022-01-16
44,NBA,Richaun Holmes,C,SAC,HOU@SAC,17.5,9.2,20,3.9,5.6,1.0,5.9,4.2,1.6,0.8,0.4,0.8,1.5,0.78,0.7,2022-01-16
45,NBA,Hamidou Diallo,SG,DET,PHO@DET,17.3,10.2,24,4.2,8.8,1.3,4.5,3.4,1.1,0.4,1.2,1.4,1.3,0.6,0.48,2022-01-16
46,NBA,Davion Mitchell,PG,SAC,HOU@SAC,16.7,8.5,25,3.5,8.7,3.0,2.0,1.6,0.4,0.3,0.7,0.7,0.5,0.64,0.4,2022-01-16
47,NBA,Royce O`Neale,PF,UTA,UTA@DEN,15.7,6.2,29,2.2,4.8,2.0,5.2,4.5,0.6,0.4,0.7,0.8,0.4,0.75,0.46,2022-01-16
48,NBA,Andre Iguodala,SF,GS,GS@MIN,15.3,4.4,20,1.7,4.1,3.4,3.5,2.9,0.6,0.7,1.0,1.2,0.4,0.62,0.41,2022-01-16
49,NBA,Killian Hayes,PG,DET,PHO@DET,15.0,5.8,26,2.2,6.6,3.4,2.7,2.3,0.4,0.4,1.2,1.9,0.7,0.81,0.33,2022-01-16
50,NBA,Nah'Shon Hyland,PG,DEN,UTA@DEN,14.6,9.1,16,3.1,8.3,1.5,2.6,2.4,0.2,0.2,0.5,0.7,1.0,0.87,0.37,2022-01-16
51,NBA,Jaden McDaniels,PF,MIN,GS@MIN,14.1,7.2,26,2.8,6.8,1.0,4.6,3.3,1.3,0.7,0.6,1.0,0.6,0.8,0.41,2022-01-16
52,NBA,Elfrid Payton,PG,PHO,PHO@DET,13.9,5.6,17,2.4,5.7,3.1,2.6,2.1,0.5,0.1,0.9,1.4,0.6,0.64,0.42,2022-01-16
53,NBA,JaVale McGee,C,PHO,PHO@DET,13.5,7.0,15,3.1,5.1,0.5,5.2,3.7,1.5,0.8,0.4,1.0,0.9,0.66,0.61,2022-01-16
54,NBA,Damion Lee,SG,GS,GS@MIN,13.4,7.4,20,2.6,6.3,1.3,3.3,3,0.3,0.1,0.7,0.8,1.0,0.88,0.41,2022-01-16
55,NBA,Rudy Gay,SF,UTA,UTA@DEN,13.2,7.3,17,2.6,6.0,1.0,4.0,3.4,0.6,0.3,0.4,0.8,0.9,0.82,0.43,2022-01-16
56,NBA,Nemanja Bjelica,PF,GS,GS@MIN,12.6,5.7,15,2.1,4.8,1.7,3.6,3,0.6,0.4,0.5,1.1,0.6,0.72,0.44,2022-01-16
57,NBA,Chimezie Metu,PF,SAC,HOU@SAC,12.4,6.3,15,2.4,5.3,0.8,3.9,3.4,0.4,0.4,0.7,0.5,0.8,0.79,0.45,2022-01-16
58,NBA,Juan Toscano-Anderson,SF,GS,GS@MIN,12.0,4.3,17,1.7,3.7,2.3,3.2,2.8,0.4,0.4,0.8,1.4,0.5,0.58,0.46,2022-01-16
59,NBA,Garrison Mathews,SF,HOU,HOU@SAC,11.8,7.5,23,2.2,5.5,0.6,2.8,2.4,0.4,0.3,0.5,0.5,1.6,0.82,0.4,2022-01-16
60,NBA,Zeke Nnaji,C,DEN,UTA@DEN,11.6,6.7,17,2.3,5.5,0.3,3.8,2.6,1.2,0.4,0.4,0.2,1.0,0.6,0.42,2022-01-16
61,NBA,Terence Davis,SG,SAC,HOU@SAC,11.3,7.0,15,2.6,5.7,1.1,2.2,2,0.3,0.2,0.5,0.8,0.7,0.83,0.46,2022-01-16
62,NBA,Josh Jackson,SF,DET,PHO@DET,11.1,6.9,16,2.6,6.5,1.1,2.5,2.1,0.4,0.4,0.4,1.3,1.0,0.71,0.4,2022-01-16
63,NBA,Naz Reid,PF,MIN,GS@MIN,10.9,6.1,13,2.2,5.0,0.5,3.3,2.2,1.1,0.7,0.4,0.6,1.0,0.71,0.44,2022-01-16
64,NBA,Trey Lyles,PF,DET,PHO@DET,10.5,5.8,14,2.0,5.0,0.7,3.3,2.5,0.7,0.4,0.3,0.7,1.2,0.8,0.4,2022-01-16
65,NBA,D.J. Augustin,PG,HOU,HOU@SAC,10.5,5.6,16,1.7,4.1,2.2,1.3,1.1,0.2,0.0,0.3,1.0,1.3,0.88,0.41,2022-01-16
66,NBA,Landry Shamet,PG,PHO,PHO@DET,10.4,6.3,19,2.1,5.4,1.2,1.6,1.4,0.2,0.1,0.6,0.5,0.6,0.85,0.39,2022-01-16
67,NBA,Damian Jones,C,SAC,HOU@SAC,10.4,5.5,14,2.2,3.0,0.7,3.4,2.3,1.1,0.4,0.3,0.6,1.1,0.72,0.73,2022-01-16
68,NBA,Alex Len,C,SAC,HOU@SAC,10.4,5.6,13,2.2,3.9,0.7,3.3,2.3,1.0,0.5,0.3,0.7,0.8,0.65,0.56,2022-01-16
69,NBA,Davon Reed,SG,DEN,UTA@DEN,10.0,4.3,14,1.6,3.5,1.1,2.6,2.2,0.4,0.2,0.8,0.1,0.2,0.76,0.46,2022-01-16
70,NBA,Taurean Waller-Prince,SF,MIN,GS@MIN,9.9,5.7,16,2.0,5.2,0.9,2.5,2.2,0.4,0.3,0.4,0.8,0.6,0.8,0.39,2022-01-16
71,NBA,Jaylen Nowell,SG,MIN,GS@MIN,9.8,5.5,12,2.1,4.8,1.3,1.7,1.4,0.3,0.1,0.4,0.4,0.7,0.76,0.44,2022-01-16
72,NBA,Jalen Smith,C,PHO,PHO@DET,9.7,5.2,12,1.9,4.2,0.2,4.1,2.6,1.5,0.5,0.2,0.6,1.1,0.83,0.45,2022-01-16
73,NBA,Saben Lee,SG,DET,PHO@DET,9.5,4.1,12,1.4,3.5,1.8,1.6,1.4,0.3,0.3,0.6,0.7,1.1,0.75,0.4,2022-01-16
74,NBA,David Nwaba,PG,HOU,HOU@SAC,9.0,4.2,12,1.5,3.2,0.6,2.9,2.2,0.7,0.5,0.5,0.3,0.8,0.7,0.47,2022-01-16
75,NBA,Eric Paschall,PF,UTA,UTA@DEN,8.9,5.6,13,2.1,4.1,0.7,2.2,1.5,0.6,0.1,0.1,0.5,1.0,0.74,0.51,2022-01-16
76,NBA,Josh Christopher,SG,HOU,HOU@SAC,8.8,5.0,13,1.9,4.1,1.3,1.7,1.2,0.6,0.1,0.6,1.1,0.8,0.82,0.46,2022-01-16
77,NBA,Kelly Olynyk,C,DET,PHO@DET,8.6,4.6,12,1.7,3.8,0.8,2.4,1.9,0.4,0.3,0.4,0.7,0.7,0.78,0.45,2022-01-16
78,NBA,Frank Jackson,PG,DET,PHO@DET,8.4,6.2,15,2.2,5.8,0.6,1.2,0.9,0.3,0.1,0.3,0.6,0.7,0.8,0.38,2022-01-16
79,NBA,Kenyon Martin Jr.,SF,HOU,HOU@SAC,8.0,4.1,12,1.6,3.2,0.6,2.4,1.8,0.7,0.3,0.3,0.4,0.6,0.68,0.5,2022-01-16
80,NBA,Maurice Harkless,SF,SAC,HOU@SAC,7.9,3.8,16,1.5,3.1,0.6,2.2,1.8,0.4,0.4,0.6,0.4,0.4,0.66,0.48,2022-01-16
81,NBA,Luka Garza,PF,DET,PHO@DET,7.4,4.3,10,1.5,3.5,0.4,2.3,0.9,1.4,0.2,0.2,0.4,0.8,0.62,0.43,2022-01-16
82,NBA,Josh Okogie,SG,MIN,GS@MIN,7.3,3.6,14,1.2,3.1,0.6,2.2,1.4,0.7,0.3,0.6,0.6,0.8,0.74,0.39,2022-01-16
83,NBA,Jonathan Kuminga,SF,GS,GS@MIN,7.1,5.0,9,1.8,4.0,0.4,1.6,1.3,0.3,0.2,0.3,0.7,1.0,0.62,0.45,2022-01-16
84,NBA,Austin Rivers,SG,DEN,UTA@DEN,6.4,3.6,11,1.3,3.2,0.8,1.1,0.9,0.1,0.1,0.3,0.3,0.3,0.65,0.41,2022-01-16
85,NBA,Chris Chiozza,PG,GS,GS@MIN,6.0,1.7,8,0.6,2.3,1.9,1.0,0.8,0.2,0.0,0.3,0.9,0.1,0.8,0.26,2022-01-16
86,NBA,Markus Howard,PG,DEN,UTA@DEN,4.6,3.6,6,1.2,3.5,0.3,0.4,0.4,0.0,0.0,0.2,0.2,0.3,0.84,0.34,2022-01-16
87,NBA,Daniel Theis,C,HOU,HOU@SAC,3.8,1.9,5,0.7,1.4,0.3,1.3,0.9,0.4,0.2,0.1,0.2,0.3,0.7,0.5,2022-01-16
0,NBA,Nikola Jokic,C,DEN,UTA@DEN,52.1,25.3,33,9.7,18.5,7.5,12.2,10,2.2,0.8,1.3,2.6,4.2,0.82,0.52,2022-01-16
1,NBA,Karl-Anthony Towns,C,MIN,GS@MIN,38.8,22.1,34,7.7,16.0,3.5,10.8,7.7,3.1,1.4,0.9,3.3,4.1,0.82,0.48,2022-01-16
2,NBA,De`Aaron Fox,PG,SAC,HOU@SAC,36.9,21.7,34,8.1,16.1,6.3,3.5,3.1,0.4,0.4,1.4,2.7,4.4,0.73,0.5,2022-01-16
3,NBA,Devin Booker,SG,PHO,PHO@DET,35.3,23.2,34,8.2,18.3,4.5,4.9,4.3,0.6,0.3,1.0,3.1,4.5,0.88,0.45,2022-01-16
4,NBA,Chris Paul,PG,PHO,PHO@DET,35.2,14.4,32,5.4,11.5,8.2,4.5,4.2,0.4,0.2,2.1,2.3,2.3,0.88,0.47,2022-01-16
5,NBA,Tyrese Haliburton,PG,SAC,HOU@SAC,33.6,14.9,35,5.7,11.2,7.4,3.6,3.1,0.5,0.5,1.8,2.0,1.4,0.83,0.51,2022-01-16
6,NBA,Christian Wood,PF,HOU,HOU@SAC,33.5,19.7,33,7.1,14.2,1.9,10.1,8.2,2.0,0.9,0.8,1.8,3.9,0.66,0.5,2022-01-16
7,NBA,Donovan Mitchell,SG,UTA,UTA@DEN,33.4,22.1,34,8.0,18.5,4.1,4.1,3.4,0.7,0.3,1.0,2.4,3.3,0.86,0.43,2022-01-16
8,NBA,D`Angelo Russell,PG,MIN,GS@MIN,32.2,17.8,32,6.4,15.9,5.9,3.7,3.2,0.4,0.4,1.0,2.5,2.0,0.8,0.4,2022-01-16
9,NBA,Anthony Edwards,SG,MIN,GS@MIN,31.0,20.3,34,7.3,17.2,3.2,5.2,4.3,0.9,0.6,1.3,2.7,2.6,0.8,0.42,2022-01-16
10,NBA,Deandre Ayton,C,PHO,PHO@DET,30.7,16.8,31,7.4,12.4,1.5,10.6,7.8,2.9,1.0,0.9,1.7,1.9,0.75,0.6,2022-01-16
11,NBA,Andrew Wiggins,SF,GS,GS@MIN,30.3,19.3,36,7.2,16.5,3.2,5.2,4.2,1.0,0.9,1.1,2.6,2.6,0.7,0.44,2022-01-16
12,NBA,Rudy Gobert,C,UTA,UTA@DEN,30.1,12.7,32,4.8,7.0,1.2,13.5,10.6,2.8,2.6,0.6,1.5,3.1,0.66,0.69,2022-01-16
13,NBA,Cade Cunningham,PG,DET,PHO@DET,28.6,15.4,34,5.8,14.4,5.0,5.3,4.6,0.7,0.7,1.3,4.1,1.7,0.86,0.4,2022-01-16
14,NBA,Klay Thompson,SG,GS,GS@MIN,27.2,18.9,31,7.1,16.8,2.4,3.8,3.4,0.4,0.5,1.3,2.1,1.6,0.86,0.42,2022-01-16
15,NBA,Will Barton,SG,DEN,UTA@DEN,27.1,14.9,31,5.5,13.0,3.5,5.2,4.5,0.7,0.5,0.8,1.3,1.5,0.78,0.42,2022-01-16
16,NBA,Mike Conley,PG,UTA,UTA@DEN,26.6,14.1,30,4.9,11.2,4.8,3.3,2.8,0.5,0.3,0.8,1.5,2.1,0.83,0.44,2022-01-16
17,NBA,Harrison Barnes,PF,SAC,HOU@SAC,26.2,16.4,34,5.5,11.4,2.5,5.2,4.4,0.8,0.2,0.7,1.4,3.4,0.82,0.48,2022-01-16
18,NBA,Aaron Gordon,SF,DEN,UTA@DEN,24.3,13.3,28,5.1,10.5,2.6,5.7,4.5,1.2,0.6,0.6,1.2,1.9,0.7,0.49,2022-01-16
19,NBA,Jae'Sean Tate,SF,HOU,HOU@SAC,24.2,12.3,29,4.9,9.6,3.1,5.9,4.1,1.8,0.6,0.9,1.5,1.8,0.68,0.51,2022-01-16
20,NBA,Buddy Hield,SG,SAC,HOU@SAC,24.1,15.7,31,5.5,12.9,2.3,4.0,3.4,0.6,0.3,0.9,1.4,1.5,0.87,0.43,2022-01-16
21,NBA,Otto Porter,SF,GS,GS@MIN,24.1,11.1,28,4.2,9.7,2.7,6.7,5.7,1.1,0.6,1.5,1.2,0.9,0.75,0.43,2022-01-16
22,NBA,Jordan Poole,SG,GS,GS@MIN,23.8,15.0,28,5.1,12.7,3.6,2.9,2.7,0.2,0.3,0.8,2.6,2.4,0.88,0.4,2022-01-16
23,NBA,Saddiq Bey,SF,DET,PHO@DET,23.2,14.3,33,4.9,12.6,2.0,5.4,4.4,1.0,0.2,0.7,1.4,2.2,0.85,0.39,2022-01-16
24,NBA,Kevon Looney,C,GS,GS@MIN,22.7,7.7,29,3.2,6.4,2.8,8.9,6,2.9,1.0,0.8,1.4,1.3,0.64,0.5,2022-01-16
25,NBA,Kevin Porter Jr.,SG,HOU,HOU@SAC,22.5,10.9,28,3.8,9.8,4.5,4.0,3.3,0.7,0.3,1.0,2.6,1.9,0.64,0.39,2022-01-16
26,NBA,Bojan Bogdanovic,SF,UTA,UTA@DEN,22.0,16.0,32,5.5,12.2,1.5,4.2,3.7,0.5,0.0,0.5,1.7,2.6,0.85,0.45,2022-01-16
27,NBA,Jalen Green,SG,HOU,HOU@SAC,21.4,14.9,31,5.0,12.4,2.2,3.3,2.9,0.4,0.2,0.5,2.0,3.1,0.82,0.4,2022-01-16
28,NBA,Monte Morris,PG,DEN,UTA@DEN,21.2,11.3,26,4.4,9.5,3.6,2.4,2.1,0.3,0.1,0.8,0.6,1.0,0.79,0.46,2022-01-16
29,NBA,Jordan Clarkson,SG,UTA,UTA@DEN,21.1,14.4,26,5.3,12.8,2.0,3.4,2.8,0.6,0.2,0.6,1.4,1.4,0.83,0.41,2022-01-16
30,NBA,Patrick Beverley,PG,MIN,GS@MIN,20.9,7.6,26,2.6,6.8,3.8,4.9,3.7,1.2,0.8,1.1,1.1,0.9,0.74,0.38,2022-01-16
31,NBA,Cory Joseph,PG,DET,PHO@DET,20.2,9.2,32,3.4,8.1,4.0,3.3,2.7,0.6,0.3,1.1,1.8,1.3,0.83,0.42,2022-01-16
32,NBA,Mikal Bridges,SF,PHO,PHO@DET,19.9,11.5,32,4.4,8.9,1.8,3.8,3,0.8,0.5,1.5,0.9,1.2,0.84,0.49,2022-01-16
33,NBA,Eric Gordon,SG,HOU,HOU@SAC,19.2,13.0,30,4.5,10.0,2.5,1.9,1.7,0.3,0.4,0.5,1.6,2.0,0.77,0.45,2022-01-16
34,NBA,Marvin Bagley III,PF,SAC,HOU@SAC,18.9,11.0,24,4.4,8.7,0.7,6.5,4.7,1.8,0.4,0.4,0.9,1.7,0.7,0.51,2022-01-16
35,NBA,Jarred Vanderbilt,SF,MIN,GS@MIN,18.8,5.5,26,2.3,4.4,1.3,9.6,6.6,3.1,0.8,1.4,1.1,0.8,0.58,0.52,2022-01-16
36,NBA,Isaiah Stewart,C,DET,PHO@DET,18.7,8.5,27,3.6,6.7,1.0,8.0,5.4,2.6,1.4,0.4,1.5,1.2,0.67,0.54,2022-01-16
37,NBA,Jeff Green,SF,DEN,UTA@DEN,18.3,11.6,25,4.2,8.5,1.5,3.6,3,0.5,0.5,0.4,0.7,1.8,0.81,0.49,2022-01-16
38,NBA,Joe Ingles,SG,UTA,UTA@DEN,18.0,8.1,26,2.9,6.7,3.6,3.3,3,0.3,0.2,0.6,1.4,0.6,0.78,0.43,2022-01-16
39,NBA,Facundo Campazzo,PG,DEN,UTA@DEN,17.9,6.9,21,2.2,5.8,4.0,2.2,1.9,0.3,0.5,1.2,0.8,1.2,0.82,0.38,2022-01-16
40,NBA,Malik Beasley,SG,MIN,GS@MIN,17.9,12.1,26,4.3,11.2,1.4,3.2,2.8,0.4,0.1,0.6,0.8,0.6,0.8,0.38,2022-01-16
41,NBA,Jae Crowder,SF,PHO,PHO@DET,17.8,9.2,28,3.1,8.0,1.5,4.9,4.5,0.4,0.4,1.2,0.9,1.1,0.77,0.39,2022-01-16
42,NBA,Alperen Sengun,C,HOU,HOU@SAC,17.8,8.4,19,3.0,5.9,2.3,4.9,3.1,1.8,0.9,0.7,1.7,2.2,0.69,0.51,2022-01-16
43,NBA,Cameron Payne,PG,PHO,PHO@DET,17.6,8.9,19,3.4,8.5,3.4,2.4,2.1,0.3,0.3,0.8,1.6,1.0,0.88,0.4,2022-01-16
44,NBA,Richaun Holmes,C,SAC,HOU@SAC,17.5,9.2,20,3.9,5.6,1.0,5.9,4.2,1.6,0.8,0.4,0.8,1.5,0.78,0.7,2022-01-16
45,NBA,Hamidou Diallo,SG,DET,PHO@DET,17.3,10.2,24,4.2,8.8,1.3,4.5,3.4,1.1,0.4,1.2,1.4,1.3,0.6,0.48,2022-01-16
46,NBA,Davion Mitchell,PG,SAC,HOU@SAC,16.7,8.5,25,3.5,8.7,3.0,2.0,1.6,0.4,0.3,0.7,0.7,0.5,0.64,0.4,2022-01-16
47,NBA,Royce O`Neale,PF,UTA,UTA@DEN,15.7,6.2,29,2.2,4.8,2.0,5.2,4.5,0.6,0.4,0.7,0.8,0.4,0.75,0.46,2022-01-16
48,NBA,Andre Iguodala,SF,GS,GS@MIN,15.3,4.4,20,1.7,4.1,3.4,3.5,2.9,0.6,0.7,1.0,1.2,0.4,0.62,0.41,2022-01-16
49,NBA,Killian Hayes,PG,DET,PHO@DET,15.0,5.8,26,2.2,6.6,3.4,2.7,2.3,0.4,0.4,1.2,1.9,0.7,0.81,0.33,2022-01-16
50,NBA,Nah'Shon Hyland,PG,DEN,UTA@DEN,14.6,9.1,16,3.1,8.3,1.5,2.6,2.4,0.2,0.2,0.5,0.7,1.0,0.87,0.37,2022-01-16
51,NBA,Jaden McDaniels,PF,MIN,GS@MIN,14.1,7.2,26,2.8,6.8,1.0,4.6,3.3,1.3,0.7,0.6,1.0,0.6,0.8,0.41,2022-01-16
52,NBA,Elfrid Payton,PG,PHO,PHO@DET,13.9,5.6,17,2.4,5.7,3.1,2.6,2.1,0.5,0.1,0.9,1.4,0.6,0.64,0.42,2022-01-16
53,NBA,JaVale McGee,C,PHO,PHO@DET,13.5,7.0,15,3.1,5.1,0.5,5.2,3.7,1.5,0.8,0.4,1.0,0.9,0.66,0.61,2022-01-16
54,NBA,Damion Lee,SG,GS,GS@MIN,13.4,7.4,20,2.6,6.3,1.3,3.3,3,0.3,0.1,0.7,0.8,1.0,0.88,0.41,2022-01-16
55,NBA,Rudy Gay,SF,UTA,UTA@DEN,13.2,7.3,17,2.6,6.0,1.0,4.0,3.4,0.6,0.3,0.4,0.8,0.9,0.82,0.43,2022-01-16
56,NBA,Nemanja Bjelica,PF,GS,GS@MIN,12.6,5.7,15,2.1,4.8,1.7,3.6,3,0.6,0.4,0.5,1.1,0.6,0.72,0.44,2022-01-16
57,NBA,Chimezie Metu,PF,SAC,HOU@SAC,12.4,6.3,15,2.4,5.3,0.8,3.9,3.4,0.4,0.4,0.7,0.5,0.8,0.79,0.45,2022-01-16
58,NBA,Juan Toscano-Anderson,SF,GS,GS@MIN,12.0,4.3,17,1.7,3.7,2.3,3.2,2.8,0.4,0.4,0.8,1.4,0.5,0.58,0.46,2022-01-16
59,NBA,Garrison Mathews,SF,HOU,HOU@SAC,11.8,7.5,23,2.2,5.5,0.6,2.8,2.4,0.4,0.3,0.5,0.5,1.6,0.82,0.4,2022-01-16
